Keyword,Screen_Name,Text,Created_At_Year,Created_At_Month,Retweeted,Retweet_Count,Favorited,Favorite_Count
#AddWomen,AWomanInABottle,"#addwomen doesn't work for women like me. The small amount of women who stay in ""engineering"" don't look like me. #Implicitbias #monorityx2",2015,Feb,FALSE,0,FALSE,0
#AddWomen,dare2misbehave,RT @AAUW: So important! https://t.co/a9ajjpvolJ  #STEM #addwomen  https://t.co/eP5QstiLN5,2013,Sep,FALSE,4,FALSE,0
#AddWomen,UniteWomenOrg,RT @AAUW: So important! https://t.co/a9ajjpvolJ  #STEM #addwomen  https://t.co/eP5QstiLN5,2012,May,FALSE,4,FALSE,0
#AddWomen,AtmosTech,RT @AAUW: So important! https://t.co/a9ajjpvolJ  #STEM #addwomen  https://t.co/eP5QstiLN5,2014,Apr,FALSE,4,FALSE,0
#AddWomen,AAUW,So important! https://t.co/a9ajjpvolJ  #STEM #addwomen  https://t.co/eP5QstiLN5,2009,Jan,FALSE,4,FALSE,1
#AddWomen,SBanerjeePhD,Why Female Leaders Should Stop Trying to Be Like Steve Jobs https://t.co/BnlqFi48xZ #IWD2016 #addwomen,2012,Sep,FALSE,0,FALSE,0
#AddWomen,TTUWSP,"RT @AAUWCampus: We talk about women entering the #STEM fields, but why do they leave? https://t.co/lzptQYmxCZ  #addwomen https://t.co/bmYTL‰Û_",2012,Aug,FALSE,6,FALSE,0
#AddWomen,KateSzumanski,"RT @AAUWCampus: We talk about women entering the #STEM fields, but why do they leave? https://t.co/lzptQYmxCZ  #addwomen https://t.co/bmYTL‰Û_",2008,Nov,FALSE,6,FALSE,0
#AddWomen,KDees22,"RT @AAUWCampus: We talk about women entering the #STEM fields, but why do they leave? https://t.co/lzptQYmxCZ  #addwomen https://t.co/bmYTL‰Û_",2009,Apr,FALSE,6,FALSE,0
#AddWomen,AAUWOU,"RT @AAUWCampus: We talk about women entering the #STEM fields, but why do they leave? https://t.co/lzptQYmxCZ  #addwomen https://t.co/bmYTL‰Û_",2015,Jul,FALSE,6,FALSE,0
#AddWomen,1naturalzeta,"RT @AAUWCampus: We talk about women entering the #STEM fields, but why do they leave? https://t.co/lzptQYmxCZ  #addwomen https://t.co/bmYTL‰Û_",2014,Jan,FALSE,6,FALSE,0
#AddWomen,marginfades,"RT @AAUWCampus: We talk about women entering the #STEM fields, but why do they leave? https://t.co/lzptQYmxCZ  #addwomen https://t.co/bmYTL‰Û_",2009,Apr,FALSE,6,FALSE,0
#AddWomen,AAUWCampus,"We talk about women entering the #STEM fields, but why do they leave? https://t.co/lzptQYmxCZ  #addwomen https://t.co/bmYTLMpDqq",2011,Oct,FALSE,6,FALSE,2
#AddWomen,courttanenbaum,RT @AAUWPolicy: What's it like to be a female engineer? Ask the women who make up just 12% of engineers! https://t.co/hy3yBookmq #addwomen ‰Û_,2015,May,FALSE,2,FALSE,0
#AddWomen,AAUW,RT @AAUWPolicy: What's it like to be a female engineer? Ask the women who make up just 12% of engineers! https://t.co/hy3yBookmq #addwomen ‰Û_,2009,Jan,FALSE,2,FALSE,0
#AddWomen,HadarraIbiza,|RT @LisaMaatz: Elite universities have a gender problem: Too few female professors || The Sacramento Bee https://t.co/nODJrwW9oi #highered #‰Û_|,2012,Jul,FALSE,1,FALSE,0
#AddWomen,LisaMaatz,|Elite universities have a gender problem: Too few female professors || The Sacramento Bee https://t.co/nODJrwW9oi #highered #addwomen|,2009,Apr,FALSE,1,FALSE,1
#AddWomen,AAUWPolicy,What's it like to be a female engineer? Ask the women who make up just 12% of engineers! https://t.co/hy3yBookmq #addwomen #STEM,2009,Feb,FALSE,2,FALSE,0
#AddWomen,CarwilBJ,"RT @AAUW: Sad, but true. Our latest research: https://t.co/WijimdsKf8 #AddWomen #STEM #everydaysexism h/t @StassaEdwards  https://t.co/IQBC‰Û_",2008,Oct,FALSE,5,FALSE,0
#AddWomen,copperbird7,"RT @AAUW: Sad, but true. Our latest research: https://t.co/WijimdsKf8 #AddWomen #STEM #everydaysexism h/t @StassaEdwards  https://t.co/IQBC‰Û_",2008,Sep,FALSE,5,FALSE,0
#AddWomen,AAUWFellowships,"RT @AAUW: Sad, but true. Our latest research: https://t.co/WijimdsKf8 #AddWomen #STEM #everydaysexism h/t @StassaEdwards  https://t.co/IQBC‰Û_",2011,Dec,FALSE,5,FALSE,0
#AddWomen,AAUWCampus,"RT @AAUW: Sad, but true. Our latest research: https://t.co/WijimdsKf8 #AddWomen #STEM #everydaysexism h/t @StassaEdwards  https://t.co/IQBC‰Û_",2011,Oct,FALSE,5,FALSE,0
#AddWomen,TheSinCitySiren,"RT @AAUW: Sad, but true. Our latest research: https://t.co/WijimdsKf8 #AddWomen #STEM #everydaysexism h/t @StassaEdwards  https://t.co/IQBC‰Û_",2009,Apr,FALSE,5,FALSE,0
#AddWomen,AAUW,"Sad, but true. Our latest research: https://t.co/WijimdsKf8 #AddWomen #STEM #everydaysexism h/t @StassaEdwards  https://t.co/IQBCCOVJ7s",2009,Jan,FALSE,5,FALSE,4
#AddWomen,KSP_Libs,RT @ColeBrassard: @R_Boissonnault @karenleibovici @liberal_party thanks for sharing your experience with us today! #addwomen #changepolitic‰Û_,2013,Feb,FALSE,2,FALSE,0
#AddWomen,R_Boissonnault,RT @ColeBrassard: @R_Boissonnault @karenleibovici @liberal_party thanks for sharing your experience with us today! #addwomen #changepolitic‰Û_,2009,Mar,FALSE,2,FALSE,0
#AddWomen,ColeBrassard,@R_Boissonnault @karenleibovici @liberal_party thanks for sharing your experience with us today! #addwomen #changepolitics #yeg,2011,Mar,FALSE,2,FALSE,5
#AddWomen,Femme_Mal,"RT @kapoor_amber: Future vlog discussion: How to not insult women in engineering. Ladies, send me your stories #microaggressions #AddWomen ‰Û_",2011,Jul,FALSE,3,FALSE,0
#AddWomen,leilasedai,"RT @kapoor_amber: Future vlog discussion: How to not insult women in engineering. Ladies, send me your stories #microaggressions #AddWomen ‰Û_",2010,Aug,FALSE,3,FALSE,0
#AddWomen,AnnaNReser,"RT @kapoor_amber: Future vlog discussion: How to not insult women in engineering. Ladies, send me your stories #microaggressions #AddWomen ‰Û_",2012,Jan,FALSE,3,FALSE,0
#AddWomen,kapoor_amber,"Future vlog discussion: How to not insult women in engineering. Ladies, send me your stories #microaggressions #AddWomen #WomenInSTEM",2016,Feb,FALSE,3,FALSE,1
#AddWomen,icMICS,RT @shetayashford: New research is exposing problematic trends for women in engineering and computing. https://t.co/583pcE26e7 #addwomen,2015,Apr,FALSE,1,FALSE,0
